dataset,spectrum_id,query_id,model,candidate_id,candidate_smiles,candidate_inchikey,candidate_formula,rank,score,true_inchikey,true_smiles,true_formula,is_correct,score_source,native_or_fallback,tool_version,command,error_message
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LS77f5e1d7895f,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ACEKLXZRZOWKRY-UHFFFAOYSA-N,C5HF11O3S,2,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LSe6d1311766b0,O=C(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,AFDRCEOKCOUICI-UHFFFAOYSA-N,C7H2F12O4,3,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LSa3b3b9e2fb12,NS(=O)(=O)c1ccccc1C(F)(F)F,AFFPZJFLSDVZBV-UHFFFAOYSA-N,C7H6F3NO2S,4,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LS20546f802a80,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AJMAYLFJZQYRHN-UHFFFAOYSA-N,C12H5F21O3S,5,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LSecabdd7c312a,O=c1[nH]cc(C(F)(F)F)cc1Cl,AJPOOWWMZOPUCG-UHFFFAOYSA-N,C6H3ClF3NO,6,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LS78fdfd0df801,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ALVYVCQIFHTIRD-UHFFFAOYSA-N,C10H5F17O3S,7,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LSdd7d6c4cf1ca,O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,ANKSFLDOVZNXOJ-UHFFFAOYSA-N,C18HF35O7,8,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LSdc28bed57f96,O=C(CC(Cc1cc(F)c(F)cc1F)NS(=O)(=O)O)N1CCn2c(nnc2C(F)(F)F)C1,AOWQKFDVSZMKPA-UHFFFAOYSA-N,C16H15F6N5O4S,9,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3a7539258142,LS3a7539258142,SIRIUS,LS5bed4d26e0e8,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ATALOFNDEOCMKK-OITMNORJSA-N,C23H21F7N4O3,10,0.0,SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,C18H12F5N3O,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LS3e75a585eabd,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,QZXATCCPQKOEIH-UHFFFAOYSA-N,C12H8F3N5O3S,1,0.42788550897177635,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,True,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LSe0fa7b68fb09,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,YVIXXPCJZAUQHJ-UHFFFAOYSA-N,C17H19F3N2O4S,2,0.18441628470467666,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LS21ece9e502c2,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,RZILCCPWPBTYDO-UHFFFAOYSA-N,C10H11F3N2O,3,0.13980816328896503,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LSa7e394e5a693,O=c1[nH]cc(C(F)(F)F)cc1Cl,AJPOOWWMZOPUCG-UHFFFAOYSA-N,C6H3ClF3NO,4,0.13772950260452582,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LS6d07d60ca9ec,O=c1[nH]nc(C(F)(F)F)s1,JFZSAWUKZISBJM-UHFFFAOYSA-N,C3HF3N2OS,5,0.13766562766832538,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LSb7d870fcb4d5,Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N,C8H5F3N2OS,6,0.13666457316281133,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LS9eeca06bff97,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,PWPJGUXAGUPAHP-UHFFFAOYSA-N,C17H8Cl2F8N2O3,7,0.13646866655552578,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LS51bd4097bb2c,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ABFCFCPCGMHSRX-UHFFFAOYSA-N,C8H5F11O2,8,0.13560192930447088,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LSfe9b1d7df038,O=S(=O)(O)C(F)(F)C(F)(F)F,GKNWQHIXXANPTN-UHFFFAOYSA-N,C2HF5O3S,9,0.1344471756923301,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,FragAnnotor,LSf789757f6b53,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,LTUNNEGNEKBSEH-UHFFFAOYSA-N,C15H16F3N5O4S,10,0.13065630114265744,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LS3e75a585eabd,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,QZXATCCPQKOEIH-UHFFFAOYSA-N,C12H8F3N5O3S,1,0.6127340033024008,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,True,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LS743e3e2683cd,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,C17H18F3NO,2,0.1558587036407867,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LSe0fa7b68fb09,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,YVIXXPCJZAUQHJ-UHFFFAOYSA-N,C17H19F3N2O4S,3,0.0841183766582317,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LS81944970125d,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-ZDUSSCGKSA-N,C14H9ClF3NO2,4,0.0619388309329872,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LSd6a4eb7a5257,CNC(=O)N(C)c1nnc(C(F)(F)F)s1,BBJPZPLAZVZTGR-UHFFFAOYSA-N,C6H7F3N4OS,5,0.0117257744043097,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LSd423af0c38f1,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,IUQAXCIUEPFPSF-UHFFFAOYSA-N,C17H16ClF3O6S,6,0.0088326241419308,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LSed0618b9a1b5,N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F,ZDYGKWOTFUOWOA-UHFFFAOYSA-N,C12H9F6N3O,7,0.0060965136601169,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LSf333a51d46c6,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,IKMPWMZBZSAONZ-UHFFFAOYSA-N,C17H11ClF4N2S,8,0.0052094661255123,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LS05bfa8260f03,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,CWKFPEBMTGKLKX-UHFFFAOYSA-N,C19H12F4N2O2,9,0.0035512548340007,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,CFM-ID,LS7530a70ab636,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,C17H14F3N3O2S,10,0.0033229288151271,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LS51bd4097bb2c,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ABFCFCPCGMHSRX-UHFFFAOYSA-N,C8H5F11O2,1,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LS77f5e1d7895f,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ACEKLXZRZOWKRY-UHFFFAOYSA-N,C5HF11O3S,2,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LSe6d1311766b0,O=C(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,AFDRCEOKCOUICI-UHFFFAOYSA-N,C7H2F12O4,3,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LSa3b3b9e2fb12,NS(=O)(=O)c1ccccc1C(F)(F)F,AFFPZJFLSDVZBV-UHFFFAOYSA-N,C7H6F3NO2S,4,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LS20546f802a80,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AJMAYLFJZQYRHN-UHFFFAOYSA-N,C12H5F21O3S,5,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LSecabdd7c312a,O=c1[nH]cc(C(F)(F)F)cc1Cl,AJPOOWWMZOPUCG-UHFFFAOYSA-N,C6H3ClF3NO,6,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LS78fdfd0df801,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ALVYVCQIFHTIRD-UHFFFAOYSA-N,C10H5F17O3S,7,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LSdd7d6c4cf1ca,O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,ANKSFLDOVZNXOJ-UHFFFAOYSA-N,C18HF35O7,8,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LSdc28bed57f96,O=C(CC(Cc1cc(F)c(F)cc1F)NS(=O)(=O)O)N1CCn2c(nnc2C(F)(F)F)C1,AOWQKFDVSZMKPA-UHFFFAOYSA-N,C16H15F6N5O4S,9,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS3e75a585eabd,LS3e75a585eabd,SIRIUS,LS5bed4d26e0e8,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ATALOFNDEOCMKK-OITMNORJSA-N,C23H21F7N4O3,10,0.0,QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,C12H8F3N5O3S,False,sirius_formula_score,precomputed_external_sirius_scores,SIRIUS 4.9.15 precomputed formula,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LSb7d870fcb4d5,Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N,C8H5F3N2OS,1,0.18247956711297159,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LS91977123a9bb,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,C7H4F3NO3,2,0.16843484568612843,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,True,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LS08e056b319e1,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,SXSGXWCSHSVPGB-UHFFFAOYSA-N,C18H12F5N3O,3,0.15942539431575456,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LS1e6c3626aaee,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MKXKFYHWDHIYRV-UHFFFAOYSA-N,C11H11F3N2O3,4,0.1589988110970754,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LS58554be499e9,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,XAIPTRIXGHTTNT-UHFFFAOYSA-N,C15H10ClF3N2O3,5,0.1554241192398707,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LS54ff8f49e775,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,YPQLFJODEKMJEF-UHFFFAOYSA-N,C11H11F3N2O4,6,0.1536978529371094,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LSa3b3b9e2fb12,NS(=O)(=O)c1ccccc1C(F)(F)F,AFFPZJFLSDVZBV-UHFFFAOYSA-N,C7H6F3NO2S,7,0.15037027843207376,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LSd6a4eb7a5257,CNC(=O)N(C)c1nnc(C(F)(F)F)s1,BBJPZPLAZVZTGR-UHFFFAOYSA-N,C6H7F3N4OS,8,0.15005465493952566,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LS53e48eaeb881,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)F,ISFKSWMQWIRDNC-UHFFFAOYSA-N,C6H5F7O2,9,0.14986300718554113,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,FragAnnotor,LS893a2c399ee7,O=C(NC(c1ccccc1)C1CCCCN1)c1cccc(C(F)(F)F)c1Cl,MEZRZVWPLXVLSO-UHFFFAOYSA-N,C20H20ClF3N2O,10,0.14974380238784296,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,our_spectrum_score+cfmid_spectrum_score+fragment_formula_score,precomputed_external_real_scores,FragAnnotor frozen no-SIRIUS weights,,
PFAS,LS401bd3bf2187,LS401bd3bf2187,CFM-ID,LS863317188ff3,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,XPHPBNGAXWJHHP-UHFFFAOYSA-N,C15H10F3NO,1,0.2134688466904953,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C7H4F3NO3,False,cfmid_spectrum_score,precomputed_external_cfmid4_scores,CFM-ID 4.x precomputed,,
