query_id,candidate_id,is_true_candidate,score,rank,candidate_count,top1_correct,top5_correct,top10_correct,reciprocal_rank,score_policy
20,CASMI_MOL_1196808,True,0.9837966646124896,12,405,False,False,False,0.08333333333333333,precursor_mass_consistency_score
21,CASMI_MOL_1196809,True,0.9740597147670372,316,2001,False,False,False,0.0031645569620253164,precursor_mass_consistency_score
22,CASMI_MOL_1196810,True,0.97396173239343,1598,2001,False,False,False,0.0006257822277847309,precursor_mass_consistency_score
23,CASMI_MOL_1196811,True,0.990823255128494,1916,2001,False,False,False,0.0005219206680584551,precursor_mass_consistency_score
24,CASMI_MOL_1196813,True,0.9948116497249412,321,2001,False,False,False,0.003115264797507788,precursor_mass_consistency_score
25,CASMI_MOL_1196814,True,0.9854121747848056,1,2001,True,True,True,1.0,precursor_mass_consistency_score
26,CASMI_MOL_1196815,True,0.9682988432775456,67,2001,False,False,False,0.014925373134328358,precursor_mass_consistency_score
27,CASMI_MOL_1196816,True,0.9853162468203274,208,2001,False,False,False,0.004807692307692308,precursor_mass_consistency_score
28,CASMI_MOL_1196817,True,0.9754679922963788,12,2001,False,False,False,0.08333333333333333,precursor_mass_consistency_score
29,CASMI_MOL_1196818,True,0.9964631079932328,355,2001,False,False,False,0.0028169014084507044,precursor_mass_consistency_score
30,CASMI_MOL_1196819,True,0.9997890108813364,1,2001,True,True,True,1.0,precursor_mass_consistency_score
31,CASMI_MOL_1196820,True,0.9835469647992644,2,2001,False,True,True,0.5,precursor_mass_consistency_score
32,CASMI_MOL_1196821,True,0.981414919679818,387,2001,False,False,False,0.002583979328165375,precursor_mass_consistency_score
33,CASMI_MOL_1196822,True,0.9832637783976478,13,2001,False,False,False,0.07692307692307693,precursor_mass_consistency_score
34,CASMI_MOL_1196823,True,0.9981941490284904,1,457,True,True,True,1.0,precursor_mass_consistency_score
35,CASMI_MOL_1196824,True,0.974155963167336,28,233,False,False,False,0.03571428571428571,precursor_mass_consistency_score
36,CASMI_MOL_1196825,True,0.9868519133610524,155,2001,False,False,False,0.0064516129032258064,precursor_mass_consistency_score
37,CASMI_MOL_1196826,True,0.9680692799284067,8,2001,False,False,True,0.125,precursor_mass_consistency_score
38,CASMI_MOL_1196827,True,0.982404220667892,1,2001,True,True,True,1.0,precursor_mass_consistency_score
39,CASMI_MOL_1196829,True,0.9902516097341966,1,859,True,True,True,1.0,precursor_mass_consistency_score
40,CASMI_MOL_1196830,True,0.9865306406792448,104,2001,False,False,False,0.009615384615384616,precursor_mass_consistency_score
41,CASMI_MOL_1196831,True,0.9932094055384446,46,2001,False,False,False,0.021739130434782608,precursor_mass_consistency_score
42,CASMI_MOL_1196832,True,0.9874643642379796,6,2001,False,False,True,0.16666666666666666,precursor_mass_consistency_score
43,CASMI_MOL_1196833,True,0.9735881916315576,7,2001,False,False,True,0.14285714285714285,precursor_mass_consistency_score
44,CASMI_MOL_1196835,True,0.9696312015432884,954,1509,False,False,False,0.0010482180293501049,precursor_mass_consistency_score
45,CASMI_MOL_1196836,True,0.988636956104643,1,2001,True,True,True,1.0,precursor_mass_consistency_score
46,CASMI_MOL_1196837,True,0.9867250934183418,1,960,True,True,True,1.0,precursor_mass_consistency_score
47,CASMI_MOL_1196838,True,0.9986282963079676,46,1798,False,False,False,0.021739130434782608,precursor_mass_consistency_score
48,CASMI_MOL_1196839,True,0.99183920985055,16,2001,False,False,False,0.0625,precursor_mass_consistency_score
49,CASMI_MOL_1196840,True,0.9920860542164815,4,729,False,True,True,0.25,precursor_mass_consistency_score
50,CASMI_MOL_1196841,True,0.99078582340905,1,1506,True,True,True,1.0,precursor_mass_consistency_score
51,CASMI_MOL_1196842,True,0.9809861435712204,47,558,False,False,False,0.02127659574468085,precursor_mass_consistency_score
52,CASMI_MOL_1196843,True,0.9878005628778792,322,2001,False,False,False,0.003105590062111801,precursor_mass_consistency_score
53,CASMI_MOL_1196844,True,0.9909323613811551,1,1206,True,True,True,1.0,precursor_mass_consistency_score
54,CASMI_MOL_1196845,True,0.9885779240030552,1,2001,True,True,True,1.0,precursor_mass_consistency_score
55,CASMI_MOL_1196846,True,0.9910565900783552,2,2001,False,True,True,0.5,precursor_mass_consistency_score
56,CASMI_MOL_1196828,True,0.999101826350304,1,2001,True,True,True,1.0,precursor_mass_consistency_score
57,CASMI_MOL_1196848,True,0.9839518315022658,1,2001,True,True,True,1.0,precursor_mass_consistency_score
58,CASMI_MOL_1196849,True,0.9868582206579894,1,2001,True,True,True,1.0,precursor_mass_consistency_score
59,CASMI_MOL_1196850,True,0.9906861143865348,1,2001,True,True,True,1.0,precursor_mass_consistency_score
60,CASMI_MOL_1196851,True,0.9880943353099096,2,2001,False,True,True,0.5,precursor_mass_consistency_score
61,CASMI_MOL_1196853,True,0.992967522316292,23,2001,False,False,False,0.043478260869565216,precursor_mass_consistency_score
62,CASMI_MOL_1196854,True,0.9899951538647704,363,2001,False,False,False,0.0027548209366391185,precursor_mass_consistency_score
63,CASMI_MOL_1196855,True,0.9941723036545368,5,2001,False,True,True,0.2,precursor_mass_consistency_score
64,CASMI_MOL_1196856,True,0.984822688013267,69,817,False,False,False,0.014492753623188406,precursor_mass_consistency_score
65,CASMI_MOL_1196857,True,0.9952849158920644,2,2001,False,True,True,0.5,precursor_mass_consistency_score
66,CASMI_MOL_1196858,True,0.9868670100925672,202,2001,False,False,False,0.0049504950495049506,precursor_mass_consistency_score
67,CASMI_MOL_1196859,True,0.9770463393389272,96,2001,False,False,False,0.010416666666666666,precursor_mass_consistency_score
68,CASMI_MOL_1196860,True,0.9774411948694144,1,1511,True,True,True,1.0,precursor_mass_consistency_score
69,CASMI_MOL_1196861,True,0.9777853023926952,2,2001,False,True,True,0.5,precursor_mass_consistency_score
70,CASMI_MOL_1196862,True,0.9866009622617748,5,2001,False,True,True,0.2,precursor_mass_consistency_score
71,CASMI_MOL_1196863,True,0.9935967201951224,1,2001,True,True,True,1.0,precursor_mass_consistency_score
72,CASMI_MOL_1196864,True,0.99663201552748,18,2001,False,False,False,0.05555555555555555,precursor_mass_consistency_score
73,CASMI_MOL_1196865,True,0.9981975990849724,1,2001,True,True,True,1.0,precursor_mass_consistency_score
74,CASMI_MOL_1196866,True,0.9756043517046202,1,2001,True,True,True,1.0,precursor_mass_consistency_score
75,CASMI_MOL_1196867,True,0.9919742825702984,76,2001,False,False,False,0.013157894736842105,precursor_mass_consistency_score
76,CASMI_MOL_1196812,True,0.98583217015722,1917,2001,False,False,False,0.0005216484089723526,precursor_mass_consistency_score
77,CASMI_MOL_1196868,True,0.986974708343014,1,2001,True,True,True,1.0,precursor_mass_consistency_score
78,CASMI_MOL_1196869,True,0.9910188654614064,1,787,True,True,True,1.0,precursor_mass_consistency_score
79,CASMI_MOL_1196870,True,0.9818583711093838,7,2001,False,False,True,0.14285714285714285,precursor_mass_consistency_score
80,CASMI_MOL_1196871,True,0.9963343787585504,9,2001,False,False,True,0.1111111111111111,precursor_mass_consistency_score
81,CASMI_MOL_1196872,True,0.9881925872448888,36,276,False,False,False,0.027777777777777776,precursor_mass_consistency_score
82,CASMI_MOL_1196873,True,0.984513149072395,1,2001,True,True,True,1.0,precursor_mass_consistency_score
83,CASMI_MOL_1196874,True,0.9936739601029186,1,2001,True,True,True,1.0,precursor_mass_consistency_score
84,CASMI_MOL_1196852,True,0.993618231073294,2,2001,False,True,True,0.5,precursor_mass_consistency_score
85,CASMI_MOL_1196834,True,0.9910785883933064,1,2001,True,True,True,1.0,precursor_mass_consistency_score
86,CASMI_MOL_1196875,True,0.993737574636328,1,2001,True,True,True,1.0,precursor_mass_consistency_score
87,CASMI_MOL_1196876,True,0.9821791647353272,1,2001,True,True,True,1.0,precursor_mass_consistency_score
88,CASMI_MOL_1196877,True,0.9783157642518256,236,2001,False,False,False,0.00423728813559322,precursor_mass_consistency_score
89,CASMI_MOL_1196805,True,0.990914181317468,1,2001,True,True,True,1.0,precursor_mass_consistency_score
90,CASMI_MOL_1196878,True,0.9975059488078336,1,1959,True,True,True,1.0,precursor_mass_consistency_score
91,CASMI_MOL_1196847,True,0.9952196267157885,2,2001,False,True,True,0.5,precursor_mass_consistency_score
92,CASMI_MOL_1196880,True,0.9878621740642188,63,1729,False,False,False,0.015873015873015872,precursor_mass_consistency_score
93,CASMI_MOL_1196881,True,0.989916811519416,108,2001,False,False,False,0.009259259259259259,precursor_mass_consistency_score
94,CASMI_MOL_1196882,True,0.9881491225200092,1,347,True,True,True,1.0,precursor_mass_consistency_score
95,CASMI_MOL_1196883,True,0.9880758488675564,86,1877,False,False,False,0.011627906976744186,precursor_mass_consistency_score
96,CASMI_MOL_1196884,True,0.9880163257726124,16,2001,False,False,False,0.0625,precursor_mass_consistency_score
97,CASMI_MOL_1196885,True,0.9971208486448556,220,2001,False,False,False,0.004545454545454545,precursor_mass_consistency_score
98,CASMI_MOL_1196886,True,0.9598664914609089,1847,2001,False,False,False,0.0005414185165132648,precursor_mass_consistency_score
99,CASMI_MOL_1196887,True,0.9951141600963412,21,2001,False,False,False,0.047619047619047616,precursor_mass_consistency_score
100,CASMI_MOL_1196888,True,0.9918123020241896,1,2001,True,True,True,1.0,precursor_mass_consistency_score
101,CASMI_MOL_1196890,True,0.9997041896900796,1,2001,True,True,True,1.0,precursor_mass_consistency_score
102,CASMI_MOL_1196891,True,0.9847865564762056,238,2001,False,False,False,0.004201680672268907,precursor_mass_consistency_score
103,CASMI_MOL_1196892,True,0.9839642339937604,15,678,False,False,False,0.06666666666666667,precursor_mass_consistency_score
104,CASMI_MOL_1196893,True,0.9968985471317462,14,2001,False,False,False,0.07142857142857142,precursor_mass_consistency_score
105,CASMI_MOL_1196894,True,0.9825316336095168,4,2001,False,True,True,0.25,precursor_mass_consistency_score
106,CASMI_MOL_1196895,True,0.9968020568146004,21,2001,False,False,False,0.047619047619047616,precursor_mass_consistency_score
107,CASMI_MOL_1196896,True,0.9962108363462618,3,2001,False,True,True,0.3333333333333333,precursor_mass_consistency_score
108,CASMI_MOL_1196899,True,0.9966239256691264,1,2001,True,True,True,1.0,precursor_mass_consistency_score
109,CASMI_MOL_1196900,True,0.9978615749773893,63,2001,False,False,False,0.015873015873015872,precursor_mass_consistency_score
110,CASMI_MOL_1196901,True,0.9886259607894172,35,824,False,False,False,0.02857142857142857,precursor_mass_consistency_score
111,CASMI_MOL_1196902,True,0.9882239725993736,1,2001,True,True,True,1.0,precursor_mass_consistency_score
112,CASMI_MOL_1196903,True,0.9911479345054014,9,2001,False,False,True,0.1111111111111111,precursor_mass_consistency_score
113,CASMI_MOL_1196905,True,0.9888722134867624,1,2001,True,True,True,1.0,precursor_mass_consistency_score
114,CASMI_MOL_1196906,True,0.9849274465920512,28,689,False,False,False,0.03571428571428571,precursor_mass_consistency_score
115,CASMI_MOL_1196907,True,0.9871321062469718,2,1876,False,True,True,0.5,precursor_mass_consistency_score
116,CASMI_MOL_1196909,True,0.9942286369743104,1,2001,True,True,True,1.0,precursor_mass_consistency_score
117,CASMI_MOL_1196910,True,0.9910785894586736,72,2001,False,False,False,0.013888888888888888,precursor_mass_consistency_score
118,CASMI_MOL_1196911,True,0.987335034760674,1,2001,True,True,True,1.0,precursor_mass_consistency_score
119,CASMI_MOL_1196912,True,0.9889916650299502,54,2001,False,False,False,0.018518518518518517,precursor_mass_consistency_score
120,CASMI_MOL_1196913,True,0.9925950699560177,1,2001,True,True,True,1.0,precursor_mass_consistency_score
121,CASMI_MOL_1196918,True,0.9926790549723256,3,2001,False,True,True,0.3333333333333333,precursor_mass_consistency_score
122,CASMI_MOL_1196919,True,0.9964239436692895,7,2001,False,False,True,0.14285714285714285,precursor_mass_consistency_score
123,CASMI_MOL_1196920,True,0.9951820647582524,17,2001,False,False,False,0.058823529411764705,precursor_mass_consistency_score
124,CASMI_MOL_1196921,True,0.989252239171342,621,2001,False,False,False,0.001610305958132045,precursor_mass_consistency_score
125,CASMI_MOL_1196922,True,0.9891631357475704,2,2001,False,True,True,0.5,precursor_mass_consistency_score
126,CASMI_MOL_1196923,True,0.9888925862583988,15,2001,False,False,False,0.06666666666666667,precursor_mass_consistency_score
127,CASMI_MOL_1196924,True,0.9848923314507064,9,1657,False,False,True,0.1111111111111111,precursor_mass_consistency_score
128,CASMI_MOL_1196925,True,0.9933386316953896,6,2001,False,False,True,0.16666666666666666,precursor_mass_consistency_score
129,CASMI_MOL_1196897,True,0.9954907572352036,3,2001,False,True,True,0.3333333333333333,precursor_mass_consistency_score
130,CASMI_MOL_1196926,True,0.9948255930620836,11,2001,False,False,False,0.09090909090909091,precursor_mass_consistency_score
131,CASMI_MOL_1196928,True,0.986152227298252,2,2001,False,True,True,0.5,precursor_mass_consistency_score
132,CASMI_MOL_1196929,True,0.9975320146984088,1,2001,True,True,True,1.0,precursor_mass_consistency_score
133,CASMI_MOL_1196930,True,0.99586390218322,1,2001,True,True,True,1.0,precursor_mass_consistency_score
134,CASMI_MOL_1196932,True,0.9999539793566375,69,2001,False,False,False,0.014492753623188406,precursor_mass_consistency_score
135,CASMI_MOL_1196933,True,0.9845314597414284,1,2001,True,True,True,1.0,precursor_mass_consistency_score
136,CASMI_MOL_1196934,True,0.9923342115161112,1,2001,True,True,True,1.0,precursor_mass_consistency_score
137,CASMI_MOL_1196935,True,0.9925696050920836,23,2001,False,False,False,0.043478260869565216,precursor_mass_consistency_score
138,CASMI_MOL_1196936,True,0.9905499238784372,18,2001,False,False,False,0.05555555555555555,precursor_mass_consistency_score
139,CASMI_MOL_1196937,True,0.9946086506080531,13,631,False,False,False,0.07692307692307693,precursor_mass_consistency_score
140,CASMI_MOL_1196939,True,0.9906819327788144,4,2001,False,True,True,0.25,precursor_mass_consistency_score
141,CASMI_MOL_1196941,True,0.9874987740241096,61,2001,False,False,False,0.01639344262295082,precursor_mass_consistency_score
142,CASMI_MOL_1196942,True,0.9968807953188412,1,2001,True,True,True,1.0,precursor_mass_consistency_score
143,CASMI_MOL_1196943,True,0.9909580774841285,7,2001,False,False,True,0.14285714285714285,precursor_mass_consistency_score
144,CASMI_MOL_1196944,True,0.9948601968956616,2,2001,False,True,True,0.5,precursor_mass_consistency_score
145,CASMI_MOL_1196938,True,0.9951211260880174,7,316,False,False,True,0.14285714285714285,precursor_mass_consistency_score
146,CASMI_MOL_1196945,True,0.9886710643292238,200,1277,False,False,False,0.005,precursor_mass_consistency_score
147,CASMI_MOL_1196946,True,0.9946791118091288,8,2001,False,False,True,0.125,precursor_mass_consistency_score
148,CASMI_MOL_1196947,True,0.9888682290657608,1,2001,True,True,True,1.0,precursor_mass_consistency_score
149,CASMI_MOL_1196948,True,0.98699738482415,41,2001,False,False,False,0.024390243902439025,precursor_mass_consistency_score
150,CASMI_MOL_1196949,True,0.7091213423531193,159,2001,False,False,False,0.006289308176100629,precursor_mass_consistency_score
151,CASMI_MOL_1196950,True,0.998384290932514,1,1793,True,True,True,1.0,precursor_mass_consistency_score
152,CASMI_MOL_1196951,True,0.998685083811762,1,2001,True,True,True,1.0,precursor_mass_consistency_score
153,CASMI_MOL_1196952,True,0.9979853059097392,58,2001,False,False,False,0.017241379310344827,precursor_mass_consistency_score
154,CASMI_MOL_1196953,True,0.9957508655028204,6,2001,False,False,True,0.16666666666666666,precursor_mass_consistency_score
155,CASMI_MOL_1196954,True,0.985556502206654,81,2001,False,False,False,0.012345679012345678,precursor_mass_consistency_score
156,CASMI_MOL_1196955,True,0.99924998923556,1,2001,True,True,True,1.0,precursor_mass_consistency_score
157,CASMI_MOL_1196956,True,0.9907225504964264,1,2001,True,True,True,1.0,precursor_mass_consistency_score
158,CASMI_MOL_1196958,True,0.9910442188736036,99,2001,False,False,False,0.010101010101010102,precursor_mass_consistency_score
159,CASMI_MOL_1196914,True,0.9982529107675204,1,2001,True,True,True,1.0,precursor_mass_consistency_score
160,CASMI_MOL_1196959,True,0.9914300039731224,16,658,False,False,False,0.0625,precursor_mass_consistency_score
161,CASMI_MOL_1196960,True,0.9964717165553676,13,2001,False,False,False,0.07692307692307693,precursor_mass_consistency_score
162,CASMI_MOL_1196961,True,0.9584072579078812,127,529,False,False,False,0.007874015748031496,precursor_mass_consistency_score
163,CASMI_MOL_1196962,True,0.9798885078455772,28,361,False,False,False,0.03571428571428571,precursor_mass_consistency_score
164,CASMI_MOL_1196963,True,0.9974856077814934,1,2001,True,True,True,1.0,precursor_mass_consistency_score
165,CASMI_MOL_1196937,True,0.9929091532935408,51,631,False,False,False,0.0196078431372549,precursor_mass_consistency_score
166,CASMI_MOL_1196964,True,0.9958751509876264,5,2001,False,True,True,0.2,precursor_mass_consistency_score
167,CASMI_MOL_1196965,True,0.9954286528750798,1,2001,True,True,True,1.0,precursor_mass_consistency_score
168,CASMI_MOL_1196966,True,0.9812991098837248,1,2001,True,True,True,1.0,precursor_mass_consistency_score
169,CASMI_MOL_1196967,True,0.9961976394048002,58,2001,False,False,False,0.017241379310344827,precursor_mass_consistency_score
170,CASMI_MOL_1196898,True,0.9977721347027708,3,2001,False,True,True,0.3333333333333333,precursor_mass_consistency_score
171,CASMI_MOL_1196968,True,0.9815597751847724,295,1728,False,False,False,0.003389830508474576,precursor_mass_consistency_score
172,CASMI_MOL_1196879,True,0.9916231198475072,1,1959,True,True,True,1.0,precursor_mass_consistency_score
173,CASMI_MOL_1196969,True,0.9946718128812148,224,2001,False,False,False,0.004464285714285714,precursor_mass_consistency_score
174,CASMI_MOL_1196970,True,0.9872202034158974,22,388,False,False,False,0.045454545454545456,precursor_mass_consistency_score
175,CASMI_MOL_1196971,True,0.9997119277567502,74,2001,False,False,False,0.013513513513513514,precursor_mass_consistency_score
176,CASMI_MOL_1196972,True,0.9882400555751574,168,2001,False,False,False,0.005952380952380952,precursor_mass_consistency_score
177,CASMI_MOL_1196973,True,0.9866157851691156,24,336,False,False,False,0.041666666666666664,precursor_mass_consistency_score
178,CASMI_MOL_1196974,True,0.8690560822941279,738,2001,False,False,False,0.0013550135501355014,precursor_mass_consistency_score
179,CASMI_MOL_1196975,True,0.9883265980233756,30,2001,False,False,False,0.03333333333333333,precursor_mass_consistency_score
180,CASMI_MOL_1196976,True,0.990527419697426,258,2001,False,False,False,0.003875968992248062,precursor_mass_consistency_score
181,CASMI_MOL_1196915,True,0.995394673072699,1,2001,True,True,True,1.0,precursor_mass_consistency_score
182,CASMI_MOL_1196977,True,0.987473141507196,30,826,False,False,False,0.03333333333333333,precursor_mass_consistency_score
183,CASMI_MOL_1196931,True,0.9968893874491372,1,2001,True,True,True,1.0,precursor_mass_consistency_score
184,CASMI_MOL_1196978,True,0.9934459889426112,6,219,False,False,True,0.16666666666666666,precursor_mass_consistency_score
185,CASMI_MOL_1196979,True,0.9991254529661496,1,2001,True,True,True,1.0,precursor_mass_consistency_score
186,CASMI_MOL_1196980,True,0.9963250209199702,7,2001,False,False,True,0.14285714285714285,precursor_mass_consistency_score
187,CASMI_MOL_1196981,True,0.9916596425936458,13,2001,False,False,False,0.07692307692307693,precursor_mass_consistency_score
188,CASMI_MOL_1196982,True,0.9851433913766592,248,2001,False,False,False,0.004032258064516129,precursor_mass_consistency_score
189,CASMI_MOL_1196983,True,0.9971317372924976,329,2001,False,False,False,0.00303951367781155,precursor_mass_consistency_score
190,CASMI_MOL_1196940,True,0.9907774257442084,4,2001,False,True,True,0.25,precursor_mass_consistency_score
191,CASMI_MOL_1196908,True,0.991185461492898,2,1876,False,True,True,0.5,precursor_mass_consistency_score
192,CASMI_MOL_1196984,True,0.9841624337071282,183,735,False,False,False,0.00546448087431694,precursor_mass_consistency_score
193,CASMI_MOL_1196985,True,0.9917713935363416,305,2001,False,False,False,0.003278688524590164,precursor_mass_consistency_score
194,CASMI_MOL_1196986,True,0.9809417833468244,859,2001,False,False,False,0.0011641443538998836,precursor_mass_consistency_score
195,CASMI_MOL_1196987,True,0.9929686621538636,252,1274,False,False,False,0.003968253968253968,precursor_mass_consistency_score
196,CASMI_MOL_1196988,True,0.9918733210514036,275,2001,False,False,False,0.0036363636363636364,precursor_mass_consistency_score
197,CASMI_MOL_1196989,True,0.0,1202,1202,False,False,False,0.0008319467554076539,precursor_mass_consistency_score
198,CASMI_MOL_1196990,True,0.9963670248540056,1182,2001,False,False,False,0.0008460236886632825,precursor_mass_consistency_score
199,CASMI_MOL_1196991,True,0.9962697815011784,393,2001,False,False,False,0.002544529262086514,precursor_mass_consistency_score
200,CASMI_MOL_1196992,True,0.9829338498691832,392,510,False,False,False,0.002551020408163265,precursor_mass_consistency_score
201,CASMI_MOL_1196993,True,0.9985793602056598,968,2001,False,False,False,0.0010330578512396695,precursor_mass_consistency_score
202,CASMI_MOL_1196994,True,0.994629438988766,284,2001,False,False,False,0.0035211267605633804,precursor_mass_consistency_score
203,CASMI_MOL_1196889,True,0.9916919510074508,1,2001,True,True,True,1.0,precursor_mass_consistency_score
204,CASMI_MOL_1196995,True,0.983597239403138,454,2001,False,False,False,0.0022026431718061676,precursor_mass_consistency_score
205,CASMI_MOL_1196996,True,0.9989662277134096,1430,2001,False,False,False,0.0006993006993006993,precursor_mass_consistency_score
206,CASMI_MOL_1196927,True,0.9994776460745184,1,2001,True,True,True,1.0,precursor_mass_consistency_score
207,CASMI_MOL_1196997,True,0.9950369328802654,907,2001,False,False,False,0.0011025358324145535,precursor_mass_consistency_score
208,CASMI_MOL_1196916,True,0.9932167280238308,1,2001,True,True,True,1.0,precursor_mass_consistency_score
209,CASMI_MOL_1196904,True,0.9954109831156124,9,2001,False,False,True,0.1111111111111111,precursor_mass_consistency_score
210,CASMI_MOL_1196998,True,0.9983282530435048,1942,2001,False,False,False,0.0005149330587023687,precursor_mass_consistency_score
211,CASMI_MOL_1196999,True,0.9972418592782386,1938,2001,False,False,False,0.0005159958720330237,precursor_mass_consistency_score
212,CASMI_MOL_1197000,True,0.9950485059067748,1984,2001,False,False,False,0.0005040322580645161,precursor_mass_consistency_score
213,CASMI_MOL_1197001,True,0.9896967057107318,365,2001,False,False,False,0.0027397260273972603,precursor_mass_consistency_score
214,CASMI_MOL_1197002,True,0.9937303716703488,672,1846,False,False,False,0.001488095238095238,precursor_mass_consistency_score
215,CASMI_MOL_1197003,True,0.9947561267737371,543,2001,False,False,False,0.001841620626151013,precursor_mass_consistency_score
216,CASMI_MOL_1197004,True,0.9943046928579256,640,2001,False,False,False,0.0015625,precursor_mass_consistency_score
217,CASMI_MOL_1197005,True,0.9933174458367916,205,2001,False,False,False,0.004878048780487805,precursor_mass_consistency_score
218,CASMI_MOL_1197006,True,0.995384127590014,936,2001,False,False,False,0.0010683760683760685,precursor_mass_consistency_score
219,CASMI_MOL_1197007,True,0.9846694447382696,1137,2001,False,False,False,0.0008795074758135445,precursor_mass_consistency_score
220,CASMI_MOL_1196917,True,0.985953799938611,1,2001,True,True,True,1.0,precursor_mass_consistency_score
221,CASMI_MOL_1197008,True,0.9896122480114332,398,2001,False,False,False,0.002512562814070352,precursor_mass_consistency_score
222,CASMI_MOL_1197009,True,0.9855213162841804,349,2001,False,False,False,0.0028653295128939827,precursor_mass_consistency_score
223,CASMI_MOL_1197010,True,0.9859773273171338,479,2001,False,False,False,0.0020876826722338203,precursor_mass_consistency_score
224,CASMI_MOL_1197011,True,0.9947916998563612,205,2001,False,False,False,0.004878048780487805,precursor_mass_consistency_score
225,CASMI_MOL_1197012,True,0.9801567964864388,316,2001,False,False,False,0.0031645569620253164,precursor_mass_consistency_score
226,CASMI_MOL_1197013,True,0.9917322198656396,1256,2001,False,False,False,0.0007961783439490446,precursor_mass_consistency_score
227,CASMI_MOL_1197014,True,0.9878760960146172,735,1329,False,False,False,0.0013605442176870747,precursor_mass_consistency_score
228,CASMI_MOL_1196957,True,0.9994106538181544,1,2001,True,True,True,1.0,precursor_mass_consistency_score
0,CASMI_MOL_1196787,True,0.0,334,1241,False,False,False,0.0029940119760479044,fragment_formula_plausibility_score
1,CASMI_MOL_1196788,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
2,CASMI_MOL_1196789,True,0.0,143,2001,False,False,False,0.006993006993006993,fragment_formula_plausibility_score
3,CASMI_MOL_1196790,True,0.3276895054766349,1249,2001,False,False,False,0.0008006405124099279,fragment_formula_plausibility_score
4,CASMI_MOL_1196791,True,0.0212495879964091,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
5,CASMI_MOL_1196792,True,0.0,350,1074,False,False,False,0.002857142857142857,fragment_formula_plausibility_score
6,CASMI_MOL_1196793,True,0.0,1,1524,True,True,True,1.0,fragment_formula_plausibility_score
7,CASMI_MOL_1196794,True,0.3896133250542068,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
8,CASMI_MOL_1196795,True,0.0,1,1910,True,True,True,1.0,fragment_formula_plausibility_score
9,CASMI_MOL_1196796,True,0.0,439,2001,False,False,False,0.002277904328018223,fragment_formula_plausibility_score
10,CASMI_MOL_1196797,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
11,CASMI_MOL_1196798,True,0.0944743797659921,92,2001,False,False,False,0.010869565217391304,fragment_formula_plausibility_score
12,CASMI_MOL_1196799,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
13,CASMI_MOL_1196800,True,0.0529300108718768,1,548,True,True,True,1.0,fragment_formula_plausibility_score
14,CASMI_MOL_1196801,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
15,CASMI_MOL_1196802,True,0.065836404086215,133,2001,False,False,False,0.007518796992481203,fragment_formula_plausibility_score
16,CASMI_MOL_1196803,True,0.0,1,103,True,True,True,1.0,fragment_formula_plausibility_score
17,CASMI_MOL_1196804,True,0.0646236047520377,2,2001,False,True,True,0.5,fragment_formula_plausibility_score
18,CASMI_MOL_1196806,True,0.1010454690098495,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
19,CASMI_MOL_1196807,True,0.0570682103118096,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
20,CASMI_MOL_1196808,True,0.0,1,405,True,True,True,1.0,fragment_formula_plausibility_score
21,CASMI_MOL_1196809,True,0.0,1505,2001,False,False,False,0.000664451827242525,fragment_formula_plausibility_score
22,CASMI_MOL_1196810,True,0.0232033599714487,1610,2001,False,False,False,0.0006211180124223603,fragment_formula_plausibility_score
23,CASMI_MOL_1196811,True,0.0679098094640321,1920,2001,False,False,False,0.0005208333333333333,fragment_formula_plausibility_score
24,CASMI_MOL_1196813,True,0.0,1467,2001,False,False,False,0.0006816632583503749,fragment_formula_plausibility_score
25,CASMI_MOL_1196814,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
26,CASMI_MOL_1196815,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
27,CASMI_MOL_1196816,True,0.0372914719504854,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
28,CASMI_MOL_1196817,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
29,CASMI_MOL_1196818,True,0.0453768100872424,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
30,CASMI_MOL_1196819,True,0.221500177745072,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
31,CASMI_MOL_1196820,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
32,CASMI_MOL_1196821,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
33,CASMI_MOL_1196822,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
34,CASMI_MOL_1196823,True,0.2232556269442563,1,457,True,True,True,1.0,fragment_formula_plausibility_score
35,CASMI_MOL_1196824,True,0.0079491406954459,4,233,False,True,True,0.25,fragment_formula_plausibility_score
36,CASMI_MOL_1196825,True,0.0,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
37,CASMI_MOL_1196826,True,0.030312298042674,1,2001,True,True,True,1.0,fragment_formula_plausibility_score
