supported_index,query_id,query_id_s,model_id,model,benchmark_label,result_status,status,native_or_fallback,candidate_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_tanimoto,formula_accuracy,failed_prediction_count,missing_candidate_spectra,predicted_spectrum_count,ranked_rows,candidate_spectra_count,claim_guardrail
62,89,89,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9564,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
63,90,90,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1959,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
64,93,93,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9460,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
65,94,94,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,347,13.0,False,False,False,0.0769230769230769,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
66,95,95,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1877,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
67,96,96,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6683,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
68,98,98,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9270,5655.0,False,False,False,0.0001768346595932,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
69,99,99,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6863,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
70,100,100,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6530,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
71,101,101,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,7839,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
72,102,102,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,4859,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
73,104,104,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8559,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
74,105,105,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9237,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
75,106,106,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9491,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
76,107,107,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8301,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
77,108,108,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9739,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
78,109,109,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,4864,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
79,111,111,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,2744,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
80,112,112,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9092,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
81,113,113,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,7164,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
82,114,114,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,689,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
83,115,115,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1876,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
84,116,116,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9725,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
85,119,119,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9424,4887.0,False,False,False,0.0002046245140167,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
86,120,120,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9633,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
87,121,121,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9371,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
88,122,122,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,3108,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
89,123,123,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,2103,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
90,126,126,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9036,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
91,127,127,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1657,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
92,128,128,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9700,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
93,129,129,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8301,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
94,130,130,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9113,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
95,131,131,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9650,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
96,132,132,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9018,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
97,135,135,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6577,489.0,False,False,False,0.0020449897750511,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
98,136,136,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9626,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
99,137,137,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8774,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
100,138,138,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8939,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
101,139,139,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,631,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
102,140,140,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9134,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
103,142,142,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9236,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
104,143,143,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8691,253.0,False,False,False,0.0039525691699604,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
105,144,144,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9540,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
106,145,145,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,316,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
107,146,146,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1277,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
108,147,147,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,4034,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
109,149,149,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9235,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
110,150,150,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,7703,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
111,151,151,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1793,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
112,155,155,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9273,2545.0,False,False,False,0.0003929273084479,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
113,156,156,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8995,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
114,157,157,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6956,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
115,158,158,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,3729,5.0,False,True,True,0.2,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
116,159,159,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9633,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
117,163,163,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,361,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
118,164,164,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9014,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
119,165,165,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,631,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
120,166,166,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6879,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
121,169,169,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,4670,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
122,170,170,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8301,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
123,171,171,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1728,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
124,172,172,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1959,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
125,173,173,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8918,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
126,176,176,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,2390,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
127,177,177,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,336,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
128,178,178,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,2608,108.0,False,False,False,0.0092592592592592,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
129,179,179,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8960,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
130,180,180,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6387,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
131,181,181,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9633,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
132,185,185,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6320,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
133,186,186,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9661,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
134,187,187,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,8418,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
135,188,188,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6643,185.0,False,False,False,0.0054054054054054,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
136,189,189,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,3839,826.0,False,False,False,0.0012106537530266,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
137,190,190,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9134,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
138,191,191,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1876,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
139,192,192,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,735,153.0,False,False,False,0.0065359477124183,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
140,193,193,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,7937,889.0,False,False,False,0.0011248593925759,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
141,194,194,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9378,2318.0,False,False,False,0.0004314063848144,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
142,195,195,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1274,1274.0,False,False,False,0.0007849293563579,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
143,196,196,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,4522,875.0,False,False,False,0.0011428571428571,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
144,199,199,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,4447,948.0,False,False,False,0.0010548523206751,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
145,200,200,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,510,510.0,False,False,False,0.0019607843137254,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
146,201,201,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,7033,3517.0,False,False,False,0.0002843332385555,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
147,205,205,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9363,4318.0,False,False,False,0.0002315886984715,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
148,206,206,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9113,1641.0,False,False,False,0.0006093845216331,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
149,207,207,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,5971,2474.0,False,False,False,0.0004042037186742,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
150,208,208,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9633,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
151,209,209,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9092,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
152,210,210,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6490,6395.0,False,False,False,0.0001563721657544,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
153,211,211,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9668,9396.0,False,False,False,0.0001064282673478,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
154,212,212,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9580,9547.0,False,False,False,0.0001047449460563,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
155,213,213,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9069,1131.0,False,False,False,0.0008841732979664,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
156,214,214,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1846,599.0,False,False,False,0.001669449081803,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
157,215,215,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9453,2008.0,False,False,False,0.0004980079681274,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
158,216,216,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,5420,1820.0,False,False,False,0.0005494505494505,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
159,218,218,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,7363,3342.0,False,False,False,0.0002992220227408,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
160,219,219,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,3155,1884.0,False,False,False,0.0005307855626326,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
161,220,220,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9633,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
162,221,221,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9150,1270.0,False,False,False,0.0007874015748031,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
163,222,222,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9240,616.0,False,False,False,0.0016233766233766,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
164,223,223,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9012,1773.0,False,False,False,0.0005640157924421,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
165,224,224,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,2730,249.0,False,False,False,0.0040160642570281,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
166,225,225,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6158,552.0,False,False,False,0.0018115942028985,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
167,226,226,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,9691,6251.0,False,False,False,0.0001599744040953,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
168,227,227,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,1329,734.0,False,False,False,0.0013623978201634,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
169,228,228,sirius_formula_only,SIRIUS formula-only,SIRIUS formula-only candidate ranking,completed,completed,native_sirius_formula_only_full_supported_candidate_set,6956,1.0,True,True,True,1.0,,,,,,,,Formula-only baseline on the same matched 170-query candidate sets.
0,0,0,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,1241,1.0,True,True,True,1.0,,,,0.0,,1241.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
1,3,3,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,8524,2.0,False,True,True,0.5,,,,0.0,,8524.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
2,4,4,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,7594,13.0,False,False,False,0.0769230769230769,,,,0.0,,7594.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
3,5,5,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,1074,5.0,False,True,True,0.2,,,,0.0,,1074.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
4,6,6,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,1524,782.0,False,False,False,0.0012787723785166,,,,0.0,,1524.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
5,7,7,cfmid_native,CFM-ID,Native CFM-ID precomputed full-supported candidate ranking,completed,completed_cached,native_cfmid_precomputed_full_supported_queries,7016,110.0,False,False,False,0.009090909090909,,,,0.0,,7016.0,,Native CFM-ID result on matched 170 supported [M+H]+ queries.
