dataset,model,status,native_or_fallback,query_id,spectrum_id,true_candidate_id,adduct,precursor_mz,candidate_pool_policy,candidate_count,candidate_spectra_count,missing_candidate_spectra,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,elapsed_seconds
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,192,192,CASMI_MOL_1196984,[M+H]+,661.39362166225,full_supported_query_candidate_set,735,735,0,0,112.0,False,False,False,0.0089285714285714,26.647974729537964
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,193,193,CASMI_MOL_1196985,[M+H]+,441.226683930043,full_supported_query_candidate_set,7937,7937,0,0,488.0,False,False,False,0.0020491803278688,277.4930739402771
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,194,194,CASMI_MOL_1196986,[M+H]+,315.090498851477,full_supported_query_candidate_set,9378,9378,0,0,85.0,False,False,False,0.0117647058823529,305.9118993282318
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,195,195,CASMI_MOL_1196987,[M+H]+,663.227678443159,full_supported_query_candidate_set,1274,1274,0,0,218.0,False,False,False,0.0045871559633027,52.81989336013794
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,196,196,CASMI_MOL_1196988,[M+H]+,486.259335227713,full_supported_query_candidate_set,4522,4522,0,0,4184.0,False,False,False,0.0002390057361376,120.55381536483765
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,199,199,CASMI_MOL_1196991,[M+H]+,336.064621637157,full_supported_query_candidate_set,4447,4447,0,0,3798.0,False,False,False,0.0002632964718272,121.22289681434631
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,200,200,CASMI_MOL_1196992,[M+H]+,959.519496084228,full_supported_query_candidate_set,510,510,0,0,21.0,False,False,False,0.0476190476190476,16.353244066238403
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,201,201,CASMI_MOL_1196993,[M+H]+,259.096368166086,full_supported_query_candidate_set,7033,7033,0,0,598.0,False,False,False,0.0016722408026755,216.00472807884216
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,212,212,CASMI_MOL_1197000,[M+H]+,222.148667506899,full_supported_query_candidate_set,9580,9580,0,0,4761.0,False,False,False,0.0002100399075824,388.6482350826264
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,213,213,CASMI_MOL_1197001,[M+H]+,403.211022742836,full_supported_query_candidate_set,9069,9069,0,0,140.0,False,False,False,0.0071428571428571,323.9586856365204
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,214,214,CASMI_MOL_1197002,[M+H]+,271.059841928281,full_supported_query_candidate_set,1846,1846,0,0,27.0,False,False,False,0.037037037037037,54.377439975738525
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,215,215,CASMI_MOL_1197003,[M+H]+,309.169381324284,full_supported_query_candidate_set,9453,9453,0,0,383.0,False,False,False,0.0026109660574412,305.41215348243713
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,216,216,CASMI_MOL_1197004,[M+H]+,275.091150535382,full_supported_query_candidate_set,5420,5420,0,0,584.0,False,False,False,0.0017123287671232,155.25095558166504
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,218,218,CASMI_MOL_1197006,[M+H]+,273.097993820206,full_supported_query_candidate_set,7363,7363,0,0,498.0,False,False,False,0.002008032128514,193.9071173667908
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,219,219,CASMI_MOL_1197007,[M+H]+,315.227363745888,full_supported_query_candidate_set,3155,3155,0,0,503.0,False,False,False,0.0019880715705765,78.0508770942688
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,220,220,CASMI_MOL_1196917,[M+H]+,235.1689207741,full_supported_query_candidate_set,9633,9633,0,0,1854.0,False,False,False,0.000539374325782,274.791344165802
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,221,221,CASMI_MOL_1197008,[M+H]+,415.211006003416,full_supported_query_candidate_set,9150,9150,0,0,76.0,False,False,False,0.0131578947368421,220.9296543598175
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,222,222,CASMI_MOL_1197009,[M+H]+,377.195318456245,full_supported_query_candidate_set,9240,9240,0,0,64.0,False,False,False,0.015625,233.86652660369876
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,223,223,CASMI_MOL_1197010,[M+H]+,357.205526462194,full_supported_query_candidate_set,9012,9012,0,0,1526.0,False,False,False,0.0006553079947575,172.3788616657257
CASMI2022,CFM-ID + MS2DeepScore full-supported hybrid,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,224,224,CASMI_MOL_1197011,[M+H]+,256.059356689453,full_supported_query_candidate_set,2730,2730,0,0,279.0,False,False,False,0.003584229390681,53.22845554351807
