supported_index,query_id,query_mol_id,adduct,precursor_mz,candidate_count,status,completed,ranked_rows,missing_candidate_spectra,true_rank,rank_output_file
128,178,1196974,[M+H]+,369.230865478516,2608,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_178/cfmid_precomputed_ranked_178.txt
129,179,1196975,[M+H]+,417.201470595733,8960,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_179/cfmid_precomputed_ranked_179.txt
130,180,1196976,[M+H]+,491.226984056055,6387,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_180/cfmid_precomputed_ranked_180.txt
131,181,1196915,[M+H]+,235.169064683683,9633,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_181/cfmid_precomputed_ranked_181.txt
132,185,1196979,[M+H]+,193.085852176167,6320,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_185/cfmid_precomputed_ranked_185.txt
133,186,1196980,[M+H]+,267.122505644981,9661,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_186/cfmid_precomputed_ranked_186.txt
134,187,1196981,[M+H]+,403.138301404899,8418,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_187/cfmid_precomputed_ranked_187.txt
135,188,1196982,[M+H]+,469.22139095747,6643,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_188/cfmid_precomputed_ranked_188.txt
136,189,1196983,[M+H]+,368.217760698508,3839,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_189/cfmid_precomputed_ranked_189.txt
137,190,1196940,[M+H]+,275.163853197791,9134,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_190/cfmid_precomputed_ranked_190.txt
138,191,1196908,[M+H]+,487.341250778403,1876,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_191/cfmid_precomputed_ranked_191.txt
139,192,1196984,[M+H]+,661.39362166225,735,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_192/cfmid_precomputed_ranked_192.txt
140,193,1196985,[M+H]+,441.226683930043,7937,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_193/cfmid_precomputed_ranked_193.txt
141,194,1196986,[M+H]+,315.090498851477,9378,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_194/cfmid_precomputed_ranked_194.txt
142,195,1196987,[M+H]+,663.227678443159,1274,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_195/cfmid_precomputed_ranked_195.txt
143,196,1196988,[M+H]+,486.259335227713,4522,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_196/cfmid_precomputed_ranked_196.txt
144,199,1196991,[M+H]+,336.064621637157,4447,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_199/cfmid_precomputed_ranked_199.txt
145,200,1196992,[M+H]+,959.519496084228,510,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_200/cfmid_precomputed_ranked_200.txt
146,201,1196993,[M+H]+,259.096368166086,7033,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_201/cfmid_precomputed_ranked_201.txt
147,205,1196996,[M+H]+,297.12325418177,9363,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_205/cfmid_precomputed_ranked_205.txt
148,206,1196927,[M+H]+,273.112060546875,9113,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_206/cfmid_precomputed_ranked_206.txt
149,207,1196997,[M+H]+,227.091207796557,5971,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_207/cfmid_precomputed_ranked_207.txt
150,208,1196916,[M+H]+,235.169023595214,9633,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_208/cfmid_precomputed_ranked_208.txt
151,209,1196904,[M+H]+,275.127561614585,9092,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_209/cfmid_precomputed_ranked_209.txt
152,210,1196998,[M+H]+,194.081074419737,6490,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_210/cfmid_precomputed_ranked_210.txt
153,211,1196999,[M+H]+,265.190887245176,9668,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_211/cfmid_precomputed_ranked_211.txt
154,212,1197000,[M+H]+,222.148667506899,9580,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_212/cfmid_precomputed_ranked_212.txt
155,213,1197001,[M+H]+,403.211022742836,9069,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_213/cfmid_precomputed_ranked_213.txt
156,214,1197002,[M+H]+,271.059841928281,1846,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_214/cfmid_precomputed_ranked_214.txt
157,215,1197003,[M+H]+,309.169381324284,9453,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_215/cfmid_precomputed_ranked_215.txt
158,216,1197004,[M+H]+,275.091150535382,5420,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_216/cfmid_precomputed_ranked_216.txt
159,218,1197006,[M+H]+,273.097993820206,7363,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_218/cfmid_precomputed_ranked_218.txt
160,219,1197007,[M+H]+,315.227363745888,3155,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_219/cfmid_precomputed_ranked_219.txt
161,220,1196917,[M+H]+,235.1689207741,9633,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_220/cfmid_precomputed_ranked_220.txt
162,221,1197008,[M+H]+,415.211006003416,9150,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_221/cfmid_precomputed_ranked_221.txt
163,222,1197009,[M+H]+,377.195318456245,9240,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_222/cfmid_precomputed_ranked_222.txt
164,223,1197010,[M+H]+,357.205526462194,9012,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_223/cfmid_precomputed_ranked_223.txt
165,224,1197011,[M+H]+,256.059356689453,2730,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_224/cfmid_precomputed_ranked_224.txt
166,225,1197012,[M+H]+,331.080666792507,6158,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_225/cfmid_precomputed_ranked_225.txt
167,226,1197013,[M+H]+,268.154041428283,9691,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_226/cfmid_precomputed_ranked_226.txt
168,227,1197014,[M+H]+,411.3252119159,1329,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_227/cfmid_precomputed_ranked_227.txt
169,228,1196957,[M+H]+,243.101499946407,6956,pending_candidate_spectra,False,,,,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_precomputed_full_v1/work/query_228/cfmid_precomputed_ranked_228.txt
